BHK,Size,Floor,Area Locality,City,Bathroom,N_11,N_12,N_13,N_14,N_15,N_16,N_17,N_18,N_19,N_20,N_21,N_22,Rent
3,1771,29,651,0,3,0,0,1,0,1,0,0,1,0,1,0,0,36000
3,1200,196,1413,0,3,0,0,1,0,1,0,0,1,0,0,0,1,37000
2,700,10,1604,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
1,610,22,829,0,1,0,0,1,0,1,0,0,1,0,0,0,1,17000
1,800,269,510,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
1,550,196,738,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7500
2,750,16,1287,0,1,0,0,1,0,1,0,0,1,0,0,0,1,9500
2,700,14,1235,0,2,0,1,0,0,1,0,1,0,0,0,0,1,13500
1,600,192,1645,0,1,0,1,0,0,1,0,0,1,0,0,0,1,9000
1,360,454,810,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,800,198,335,0,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
4,3700,158,1770,0,5,0,1,0,0,1,0,0,1,0,1,0,0,100000
2,1200,14,558,0,2,0,0,1,0,0,1,0,1,0,0,0,1,12000
1,480,196,1550,0,1,0,0,1,1,0,0,0,1,0,0,0,1,8500
2,1000,456,1134,0,2,0,0,1,0,1,0,0,1,0,0,0,1,18000
1,800,456,518,0,1,0,0,1,0,1,0,0,0,1,0,0,1,11000
3,900,196,1624,0,2,0,0,1,1,0,0,0,1,0,0,0,1,18000
3,1450,454,1665,0,3,0,0,1,0,1,0,0,1,0,0,0,1,17000
1,400,456,1624,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6500
2,700,10,1367,0,2,0,0,1,0,1,0,0,1,0,0,0,1,11500
2,1000,201,216,0,2,0,1,0,0,1,0,0,1,0,1,0,0,22000
1,450,266,1089,0,1,0,1,0,1,0,0,0,1,0,0,0,1,13000
3,773,187,1307,0,2,0,1,0,0,1,0,1,0,0,1,0,0,20000
2,1200,10,980,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,1000,196,257,0,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
1,150,196,177,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,865,17,111,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
1,600,16,1665,0,1,0,0,1,0,1,0,0,1,0,0,0,1,20000
2,800,196,241,0,1,0,0,1,0,1,0,0,1,0,0,0,1,20000
1,200,457,1432,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
1,600,16,710,0,2,0,1,0,0,0,1,1,0,0,0,0,1,11000
3,1840,334,744,0,2,0,1,0,0,1,0,0,1,0,1,0,0,40000
2,800,198,714,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
3,1600,198,756,0,2,0,1,0,0,1,0,0,0,1,1,0,0,30000
2,600,10,558,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,1100,266,2119,0,2,0,1,0,0,0,1,1,0,0,0,0,1,15000
2,950,10,1416,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,905,272,933,0,2,0,0,1,0,1,0,0,0,1,0,0,1,12000
3,1200,446,1287,0,2,0,1,0,0,1,0,1,0,0,0,0,1,20000
3,1000,10,877,0,1,0,0,1,0,1,0,0,1,0,0,0,1,13000
2,1080,16,558,0,2,0,0,1,1,0,0,0,1,0,0,0,1,17500
1,600,457,924,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,1000,456,891,0,2,0,0,1,0,1,0,0,1,0,0,0,1,8500
1,600,10,321,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7500
2,1100,200,1678,0,2,0,0,1,0,1,0,0,1,0,0,0,1,22000
1,300,454,1320,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,1200,272,1222,0,1,0,1,0,1,0,0,0,1,0,1,0,0,32900
2,800,16,810,0,1,0,0,1,1,0,0,0,1,0,0,0,1,15000
2,535,269,1279,0,1,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,800,14,253,0,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
3,1159,312,558,0,2,0,0,1,0,0,1,0,1,0,0,0,1,21000
4,2650,138,933,0,5,0,1,0,0,0,1,1,0,0,1,0,0,63000
1,50,457,1013,0,1,0,1,0,0,1,0,1,0,0,0,0,1,6900
2,700,196,2090,0,1,0,0,1,0,0,1,0,1,0,0,0,1,14000
1,550,312,1158,0,1,0,0,1,0,1,0,1,0,0,1,0,0,14500
1,700,198,1707,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6500
2,600,17,2080,0,2,0,0,1,0,0,1,0,1,0,0,0,1,13000
2,600,16,1186,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,1000,198,711,0,1,0,0,1,0,1,0,0,1,0,0,0,1,18000
2,1100,192,1624,0,3,0,0,1,0,1,0,0,1,0,0,0,1,20000
1,750,269,863,0,1,0,1,0,0,1,0,0,1,0,0,0,1,14000
4,2900,348,950,0,4,0,0,1,1,0,0,0,1,0,0,0,1,50000
2,990,16,292,0,2,0,0,1,0,0,1,0,1,0,0,0,1,14500
2,1300,454,1608,0,2,0,0,1,1,0,0,0,1,0,0,0,1,15000
1,550,196,1158,0,1,0,1,0,0,1,0,0,1,0,0,0,1,11500
3,1360,350,377,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,600,198,1233,0,2,0,1,0,0,1,0,1,0,0,0,0,1,12000
2,1200,448,558,0,2,0,1,0,0,1,0,0,1,0,0,0,1,18000
2,1050,17,558,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,840,198,1249,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,1050,17,755,0,2,0,0,1,0,1,0,0,1,0,0,0,1,25000
3,3250,201,2064,0,4,0,1,0,1,0,0,0,1,0,1,0,0,150000
1,500,196,1316,0,1,0,0,1,0,0,1,0,1,0,0,0,1,10000
2,900,14,651,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,1300,198,788,0,2,0,1,0,0,1,0,0,1,0,1,0,0,40000
2,600,196,1823,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
2,900,270,1011,0,1,0,1,0,0,1,0,0,1,0,1,0,0,16000
2,1100,200,1011,0,2,0,1,0,0,1,0,0,1,0,1,0,0,23000
2,1100,185,822,0,2,0,1,0,0,1,0,0,1,0,1,0,0,25000
1,600,196,895,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,1250,10,2158,0,2,0,1,0,0,0,1,1,0,0,0,0,1,17500
1,415,266,850,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10000
3,1200,16,2083,0,3,0,0,1,1,0,0,0,1,0,0,0,1,39000
3,1200,311,322,0,2,0,1,0,0,0,1,1,0,0,0,0,1,22000
2,1000,198,651,0,2,0,0,1,0,1,0,0,0,1,0,0,1,18000
2,1300,269,225,0,2,0,0,1,1,0,0,0,1,0,0,0,1,23000
2,1150,198,863,0,2,0,1,0,0,0,1,0,1,0,0,0,1,20000
1,450,269,1189,0,1,0,1,0,0,1,0,0,1,0,0,0,1,10000
1,600,346,1158,0,1,0,1,0,0,1,0,0,1,0,1,0,0,15000
2,1000,269,321,0,2,0,0,1,0,1,0,0,1,0,0,0,1,17000
3,1900,360,841,0,3,0,1,0,0,0,1,1,0,0,1,0,0,56000
3,1700,269,133,0,3,0,1,0,0,1,0,0,1,0,1,0,0,43000
2,1100,200,1810,0,2,0,1,0,0,1,0,0,1,0,0,0,1,25000
1,500,14,1288,0,1,0,1,0,0,1,0,0,1,0,0,0,1,9000
3,1757,422,829,0,3,0,0,1,0,1,0,0,1,0,0,0,1,31000
1,300,454,2023,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
1,500,196,678,0,1,0,0,1,0,1,0,0,1,0,0,0,1,5000
2,1200,446,518,0,2,0,0,1,0,0,1,1,0,0,0,0,1,16000
1,800,458,1029,0,1,0,1,0,0,1,0,0,0,1,1,0,0,20000
3,1281,198,216,0,3,0,0,1,0,1,0,0,1,0,0,0,1,28000
2,1450,454,864,0,2,0,1,0,0,1,0,0,1,0,0,0,1,18000
1,600,266,240,0,1,0,0,1,0,1,0,1,0,0,1,0,0,12000
2,980,269,1235,0,2,0,0,1,1,0,0,0,0,1,0,0,1,20000
3,1500,19,898,0,3,0,0,1,0,1,0,1,0,0,1,0,0,25000
3,1800,1,2232,0,3,0,0,1,0,1,0,0,1,0,1,0,0,35000
1,400,10,346,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
1,600,454,215,0,1,0,1,0,0,0,1,1,0,0,0,0,1,7500
2,1100,454,877,0,2,0,1,0,0,1,0,0,1,0,0,0,1,14000
2,1100,17,2151,0,2,0,1,0,0,1,0,1,0,0,0,0,1,20000
4,3500,198,1100,0,5,0,1,0,0,1,0,1,0,0,1,0,0,380000
2,1100,200,1302,0,2,0,1,0,0,0,1,0,1,0,0,0,1,21000
2,700,10,2158,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
1,600,10,717,0,1,0,1,0,0,0,1,1,0,0,0,0,1,5500
2,700,14,1416,0,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
1,250,16,1026,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,1200,196,865,0,1,0,0,1,0,1,0,0,1,0,0,0,1,11500
3,1450,457,229,0,3,0,0,1,0,1,0,0,1,0,0,0,1,22000
2,1221,200,750,0,2,0,1,0,0,0,1,1,0,0,0,0,1,19000
2,1250,16,497,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,700,454,401,0,1,0,1,0,0,1,0,0,0,1,0,0,1,10500
2,700,10,505,0,2,0,1,0,0,1,0,0,1,0,0,0,1,12000
1,200,196,862,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,1200,446,156,0,2,0,1,0,0,1,0,0,1,0,0,0,1,15000
2,600,270,480,0,2,0,0,1,0,1,0,0,1,0,0,0,1,23000
1,600,270,558,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6500
3,1800,269,865,0,3,0,1,0,0,1,0,0,1,0,0,0,1,29000
2,900,454,576,0,2,0,1,0,0,0,1,0,1,0,0,0,1,12000
2,1000,192,1235,0,2,0,0,1,0,1,0,1,0,0,0,0,1,10000
2,500,10,1441,0,2,0,1,0,0,1,0,0,1,0,0,0,1,12500
3,1800,16,1865,0,3,0,0,1,0,1,0,0,1,0,0,0,1,32000
1,416,172,981,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,600,270,1012,0,1,0,0,1,0,1,0,0,1,0,0,0,1,10500
1,400,14,1209,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
3,1200,196,2039,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16000
3,1600,16,1190,0,3,0,1,0,0,1,0,0,1,0,1,0,0,45000
1,500,454,781,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
1,500,16,344,0,1,0,0,1,0,1,0,0,0,1,0,0,1,5000
3,1800,348,2152,0,3,0,0,1,0,1,0,0,1,0,0,0,1,14000
2,900,448,558,0,2,0,1,0,1,0,0,0,1,0,0,0,1,20000
1,550,269,865,0,1,0,1,0,0,1,0,0,1,0,1,0,0,11000
1,600,10,400,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5500
3,1800,16,1099,0,3,0,1,0,0,0,1,1,0,0,1,0,0,55000
2,976,14,842,0,1,0,0,1,0,1,0,0,1,0,0,0,1,15000
1,350,196,321,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8500
2,1100,454,2083,0,2,0,1,0,0,1,0,0,1,0,0,0,1,15000
2,500,196,667,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12000
1,600,266,560,0,1,0,1,0,0,1,0,1,0,0,0,0,1,7500
2,1100,198,229,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16000
2,1150,198,716,0,2,0,1,0,1,0,0,0,0,1,1,0,0,20000
2,850,456,240,0,2,0,0,1,0,1,0,0,1,0,1,0,0,14500
1,600,192,1252,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
2,900,312,898,0,2,0,1,0,0,1,0,1,0,0,1,0,0,14000
1,300,457,970,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,1130,198,1432,0,2,0,0,1,0,1,0,0,1,0,0,0,1,27500
2,1200,456,2090,0,2,0,0,1,0,0,1,0,1,0,0,0,1,18000
2,1000,14,2055,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
3,1700,372,560,0,3,0,0,1,1,0,0,0,0,1,0,0,1,31000
2,1100,198,744,0,2,0,1,0,0,1,0,0,1,0,1,0,0,15000
1,300,457,334,0,1,0,0,1,0,1,0,0,1,0,0,0,1,11000
1,600,456,1514,0,1,0,0,1,0,0,1,0,1,0,0,0,1,4500
1,1000,454,877,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,1200,10,1645,0,2,0,0,1,0,0,1,0,1,0,0,0,1,10000
1,500,456,1345,0,1,0,0,1,0,1,0,0,1,0,0,0,1,9000
2,1050,14,244,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16000
1,350,192,369,0,1,0,1,0,0,0,1,0,1,0,0,0,1,5000
2,1000,14,780,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,600,270,1158,0,1,0,1,0,0,1,0,0,1,0,1,0,0,15000
1,150,196,2158,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3500
2,1400,10,710,0,2,0,0,1,1,0,0,0,1,0,0,0,1,16000
2,1387,457,1415,0,3,0,0,1,0,1,0,0,1,0,0,0,1,17000
3,1350,458,877,0,2,0,0,1,1,0,0,0,1,0,0,0,1,30000
2,1020,16,558,0,2,0,1,0,0,0,1,0,1,0,0,0,1,12000
1,600,198,345,0,1,0,1,0,0,1,0,0,1,0,0,0,1,9000
1,400,269,504,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
1,550,200,1158,0,1,0,1,0,0,1,0,1,0,0,1,0,0,20000
3,1400,198,335,0,2,0,1,0,1,0,0,0,1,0,0,0,1,30000
2,1050,346,740,0,2,0,1,0,0,1,0,0,1,0,1,0,0,20000
2,800,17,2232,0,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
2,1100,14,1011,0,2,0,0,1,0,0,1,0,1,0,0,0,1,20000
3,1500,456,931,0,2,0,0,1,0,1,0,0,1,0,0,0,1,25000
1,800,196,2155,0,1,0,1,0,0,1,0,0,1,0,0,0,1,9000
2,800,457,810,0,1,0,1,0,0,1,0,1,0,0,0,0,1,17000
2,1200,196,1460,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16500
1,450,198,970,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
3,1425,458,559,0,2,0,0,1,0,1,0,0,1,0,0,0,1,30000
2,720,16,877,0,2,0,0,1,0,1,0,0,1,0,0,0,1,8500
1,700,196,895,0,1,0,1,0,0,1,0,0,1,0,0,0,1,8000
2,1100,196,847,0,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
3,1645,356,559,0,3,0,1,0,0,1,0,0,1,0,1,0,0,30000
3,3276,269,424,0,3,0,0,1,0,1,0,0,1,0,1,0,0,120000
1,500,196,983,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
2,600,312,61,0,2,0,0,1,1,0,0,0,1,0,0,0,1,10000
1,600,14,683,0,1,0,0,1,0,1,0,0,1,0,0,0,1,5000
3,1893,453,258,0,4,0,0,1,0,1,0,1,0,0,1,0,0,30000
1,450,16,1404,0,1,0,0,1,0,0,1,1,0,0,0,0,1,6500
1,650,311,865,0,1,0,1,0,0,1,0,1,0,0,1,0,0,10000
1,400,456,2195,0,1,0,1,0,0,0,1,1,0,0,1,0,0,18000
2,1296,434,933,0,2,0,1,0,0,1,0,0,1,0,1,0,0,30000
2,1000,312,898,0,2,0,1,0,0,1,0,1,0,0,1,0,0,20000
1,600,312,1044,0,1,0,1,0,0,0,1,1,0,0,1,0,0,16500
1,600,266,810,0,1,0,0,1,1,0,0,0,1,0,0,0,1,15000
4,4800,48,2232,0,4,0,1,0,0,1,0,0,1,0,1,0,0,130000
2,1000,454,1895,0,1,0,0,1,0,1,0,0,1,0,0,0,1,15000
1,800,14,1317,0,1,0,1,0,0,0,1,1,0,0,0,0,1,70000
1,455,200,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,22000
2,575,454,2054,0,2,0,1,0,0,1,0,1,0,0,0,0,1,9750
2,1066,269,1203,0,2,0,0,1,0,0,1,0,1,0,0,0,1,23000
2,850,269,1300,0,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,1550,200,298,0,3,0,1,0,0,1,0,0,1,0,1,0,0,60000
2,1000,198,877,0,2,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,800,14,1895,0,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
1,450,16,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,11000
2,1350,10,426,0,2,0,1,0,0,1,0,0,1,0,0,0,1,19000
2,1350,1,1655,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,600,269,1187,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7500
3,2150,272,241,0,3,0,0,1,0,1,0,1,0,0,1,0,0,55000
2,1080,270,751,0,2,0,0,1,0,1,0,0,1,0,0,0,1,11000
3,1450,269,1432,0,3,0,0,1,0,1,0,0,1,0,1,0,0,50000
2,700,196,110,0,2,0,0,1,0,0,1,0,1,0,0,0,1,13500
2,1200,198,229,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16500
3,2110,269,1674,0,3,0,1,0,0,0,1,1,0,0,1,0,0,120000
1,500,198,308,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
2,850,196,873,0,1,0,0,1,0,1,0,0,1,0,0,0,1,10000
1,400,196,306,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7000
1,800,454,651,0,1,0,0,1,1,0,0,0,1,0,0,0,1,18000
1,600,198,1052,0,1,0,0,1,0,1,0,0,0,1,0,0,1,11000
1,450,196,1345,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9000
3,2080,200,582,0,3,0,1,0,0,1,0,0,0,1,0,0,1,60000
2,650,269,213,0,1,0,0,1,0,1,0,0,1,0,0,0,1,12500
2,1100,198,1460,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16000
2,1025,198,788,0,2,0,1,0,0,1,0,0,1,0,1,0,0,30000
2,1100,16,229,0,2,0,1,0,0,1,0,1,0,0,1,0,0,17000
1,350,196,216,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8000
2,1050,454,2083,0,2,0,0,1,1,0,0,0,1,0,0,0,1,16500
2,600,196,215,0,1,0,0,1,0,1,0,0,1,0,0,0,1,13000
2,800,1,745,0,2,0,0,1,0,1,0,0,0,1,0,0,1,12000
2,700,200,865,0,2,0,0,1,0,1,0,0,1,0,0,0,1,17000
3,750,10,737,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
3,1600,207,715,0,3,0,0,1,0,1,0,0,1,0,0,0,1,35000
2,1180,14,558,0,2,0,1,0,0,1,0,0,0,1,0,0,1,13000
2,1400,198,1035,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
1,750,200,2232,0,1,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,580,456,2121,0,1,0,1,0,0,1,0,1,0,0,0,0,1,9000
1,350,446,877,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,1100,10,1790,0,2,0,0,1,0,1,0,0,1,0,0,0,1,8900
3,1900,272,241,0,3,0,1,0,0,0,1,1,0,0,1,0,0,40000
2,1105,16,1942,0,2,0,1,0,1,0,0,0,1,0,1,0,0,24000
2,1080,256,829,0,2,0,1,0,1,0,0,0,1,0,0,0,1,18500
2,1281,17,1460,0,2,0,0,1,0,1,0,0,1,0,0,0,1,16000
1,600,456,2039,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,850,456,744,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,1200,200,716,0,2,0,0,1,0,1,0,0,1,0,0,0,1,27000
2,900,312,302,0,2,0,0,1,1,0,0,0,1,0,0,0,1,17000
3,1250,270,298,0,3,0,1,0,0,1,0,0,1,0,1,0,0,50000
2,800,266,570,0,2,0,1,0,0,0,1,1,0,0,0,0,1,14000
1,500,456,1513,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
2,600,196,559,0,2,0,0,1,0,1,0,0,1,0,0,0,1,8000
3,904,17,652,0,2,0,0,1,1,0,0,0,1,0,0,0,1,20000
2,750,16,214,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
3,1252,270,1017,0,2,0,1,0,0,1,0,0,1,0,0,0,1,20000
2,1200,10,297,0,2,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,440,198,924,0,2,0,0,1,1,0,0,0,1,0,0,0,1,8500
3,1600,198,316,0,3,0,1,0,0,1,0,0,1,0,1,0,0,22500
2,1200,269,1014,0,2,0,0,1,1,0,0,0,1,0,0,0,1,15000
2,950,196,256,0,2,0,1,0,0,1,0,0,1,0,0,0,1,11000
2,800,457,249,0,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
2,1000,14,338,0,1,0,1,0,0,1,0,0,1,0,0,0,1,9000
3,2770,263,507,0,3,0,0,1,0,1,0,0,1,0,1,0,0,120000
2,800,457,308,0,1,0,0,1,0,1,0,0,1,0,0,0,1,15000
1,400,454,1235,0,1,0,0,1,0,1,0,0,1,0,0,0,1,7000
1,144,446,1460,0,1,0,0,1,0,1,0,0,1,0,0,0,1,5000
1,600,198,805,0,1,0,0,1,1,0,0,0,1,0,0,0,1,18000
3,2200,198,761,0,3,0,1,0,0,1,0,1,0,0,1,0,0,45000
2,1005,200,788,0,3,0,1,0,0,1,0,0,1,0,1,0,0,21000
2,1200,446,1645,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,1180,458,321,0,2,0,0,1,0,1,0,0,0,1,0,0,1,15000
2,900,196,1943,0,2,0,0,1,0,1,0,0,1,0,0,0,1,11000
1,500,10,749,0,1,0,1,0,0,1,0,0,1,0,0,0,1,7500
3,1100,198,548,0,2,0,1,0,0,1,0,0,0,1,0,0,1,22000
2,1100,14,1189,0,2,0,0,1,0,1,0,0,1,0,0,0,1,17000
1,400,269,1489,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
2,1250,269,47,0,2,0,0,1,0,1,0,0,0,1,0,0,1,20000
2,600,454,1222,0,2,0,0,1,0,0,1,0,1,0,0,0,1,18000
2,780,14,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,13000
2,1274,439,933,0,2,0,1,0,0,1,0,0,1,0,1,0,0,38000
2,1200,16,2232,0,2,0,1,0,1,0,0,0,1,0,1,0,0,36000
1,400,269,398,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7500
1,500,457,1232,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9000
3,1100,47,501,0,3,0,1,0,0,1,0,1,0,0,0,0,1,18000
1,700,16,559,0,1,0,0,1,0,0,1,1,0,0,0,0,1,6500
2,600,196,397,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
2,1200,254,1014,0,2,0,1,0,0,1,0,0,1,0,0,0,1,18000
2,900,198,1846,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,1850,355,844,0,3,0,1,0,0,1,0,1,0,0,1,0,0,75000
2,900,446,931,0,2,0,0,1,0,0,1,0,0,1,0,0,1,25000
2,1050,198,765,0,2,0,0,1,0,1,0,0,1,0,0,0,1,20000
2,1200,196,2083,0,2,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,600,198,558,0,2,0,0,1,0,0,1,0,1,0,0,0,1,11000
3,1480,382,499,0,2,0,1,0,1,0,0,0,0,1,1,0,0,65000
1,400,312,967,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
4,4500,311,1098,0,4,0,1,0,0,0,1,1,0,0,1,0,0,160000
1,600,456,1229,0,1,0,0,1,0,1,0,0,1,0,0,0,1,11000
2,1100,17,863,0,2,0,0,1,0,0,1,0,1,0,0,0,1,20000
1,600,456,1665,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5500
3,1100,370,1825,0,3,0,0,1,0,1,0,0,1,0,0,0,1,12000
3,1320,269,322,0,2,0,0,1,0,1,0,0,1,0,0,0,1,21500
2,500,198,1624,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9300
1,600,454,418,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,650,16,132,0,1,0,0,1,0,0,1,0,1,0,0,0,1,13000
1,300,266,1398,0,1,0,1,0,0,0,1,0,1,0,0,0,1,7000
2,1000,16,249,0,2,0,0,1,0,0,1,0,1,0,0,0,1,14000
2,1200,456,15,0,2,0,0,1,0,1,0,0,1,0,0,0,1,14000
1,650,201,213,0,1,0,0,1,0,1,0,0,1,0,0,0,1,6000
1,600,1,1383,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12500
1,400,202,675,0,1,0,1,0,0,1,0,1,0,0,0,0,1,7000
2,1000,196,110,0,2,0,0,1,1,0,0,0,1,0,0,0,1,13000
2,1100,196,765,0,2,0,1,0,0,1,0,0,1,0,0,0,1,20000
2,1300,196,1441,0,2,0,0,1,0,0,1,1,0,0,0,0,1,24000
1,600,266,739,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,800,18,367,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,1115,198,1733,0,2,0,0,1,1,0,0,0,1,0,0,0,1,20000
2,1060,17,877,0,2,0,1,0,0,0,1,1,0,0,0,0,1,17000
3,1278,274,1235,0,2,0,0,1,0,1,0,0,1,0,0,0,1,35000
3,1500,198,933,0,3,0,0,1,0,1,0,0,1,0,0,0,1,22000
2,1000,196,865,0,2,0,1,0,0,1,0,1,0,0,1,0,0,18000
4,4105,54,710,0,4,0,1,0,0,1,0,0,1,0,1,0,0,120000
2,800,458,39,0,2,0,0,1,0,1,0,0,1,0,0,0,1,10000
2,500,14,2090,0,1,0,0,1,0,1,0,0,1,0,0,0,1,8000
2,700,457,398,0,1,0,0,1,0,1,0,0,1,0,0,0,1,9500
2,1055,446,1796,0,2,0,1,0,0,1,0,1,0,0,1,0,0,9000
3,1325,2,829,0,2,0,1,0,0,1,0,0,1,0,0,0,1,31000
2,950,198,558,0,2,0,0,1,0,0,1,0,1,0,0,0,1,14000
1,450,457,228,0,1,0,1,0,0,1,0,0,1,0,0,0,1,7000
3,1200,14,216,0,2,0,0,1,0,1,0,0,1,0,0,0,1,24000
1,400,196,559,0,1,0,1,0,0,1,0,0,1,0,0,0,1,8000
1,400,456,788,0,1,0,0,1,0,1,0,0,1,0,0,0,1,22000
2,600,454,2084,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
1,500,10,2083,0,1,0,0,1,0,0,1,0,1,0,0,0,1,5000
1,400,269,739,0,1,0,0,1,0,0,1,0,1,0,0,0,1,6000
2,1100,200,1232,0,2,0,0,1,1,0,0,0,1,0,0,0,1,30000
2,650,198,321,0,2,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,600,196,551,0,2,0,0,1,0,1,0,0,1,0,0,0,1,15000
2,800,14,739,0,2,0,0,1,1,0,0,0,1,0,0,0,1,14000
1,460,270,1302,0,1,0,1,0,0,1,0,0,1,0,1,0,0,22000
2,1380,204,688,0,2,0,1,0,0,1,0,0,1,0,1,0,0,40000
1,500,14,216,0,1,0,0,1,0,1,0,0,1,0,0,0,1,12000
2,825,454,765,0,2,0,0,1,0,0,1,0,1,0,0,0,1,15000
2,700,201,2055,0,2,0,0,1,0,1,0,0,1,0,0,0,1,9500
2,1110,10,1912,0,2,0,1,0,0,0,1,1,0,0,0,0,1,15000
